Company,Contact,Email,Website,Country,WhatsApp,Category,Source,Status,Note,Level,Owner,NextFollowup,History
Dog Tax Tags,,info@becher-schilder.de,https://www.becher-schilder.de/produkt/hundesteuermarken/,Germany,"+49 911 148768-0, +49 911 148768-10, +499111487680",PET,wlw,NEW,,C,sales,,
Hygiene paper for businesses – Efficient solutions for cleanliness & hygiene in the workplace,,"info@ephesustrade.com, shop@gntpack.at",https://www.gntpack.at/Hygienepapier,Austria,"+43 1 9929864, 0 -1 -1 0 16 16, 0 .5523-.4477 1-1 1",PET,wlw,NEW,,C,sales,,
COPLAX VERPACKUNGEN AG,,"info@coplax-verpackungen.ch, johndoe@domain.com, johnsmith@domain.com",https://www.coplax-verpackungen.ch/,Switzerland,"+41 (0)41 766 83 50, +41 (0)41 766 83 51, +41 41 766 83 50",PET,europages,NEW,,C,sales,,
Ströbel GmbH,,info@stroebel.de,http://stroebel.de/,Germany,"+49 (0)151 22893696, +49 (0)151 24139992, +49 (0)9101 99 420",PET,europages,NEW,,C,sales,,
Max Klat Maschinentechhnik GmbH,,"i.bolgert@maxklat.de, info@company.com, info@maxklat.de, m.klat@maxklat.de, m.krupa@maxklat.de, o.ribakov@maxklat.de",https://maxklat.de/,Germany,"+49 (0)7162-9492 662, +49 15510445212, +49 15563461906",PET,europages,NEW,,C,sales,,
PACK PREST SRL,,office@toledo.ro,https://WWW.TOLEDO.RO,,"+40 721 066 025, +40721066025, 110973-417",PET,europages,NEW,,C,sales,,
ALLBRANDED GMBH,,"friendly-challenge@0.9.14, presse@allbranded.de",http://www.allbranded.de,Germany,"001020-006999999-2, 001052-002999999-2, 001052-002999999-3",PET,europages,NEW,,C,sales,,
Guder Medizintechnik GmbH & Co. KG,,0i1o1g1p0@1h3x3g3h3u1.2o1f3g1j0z3l3q313g3h,http://www.guder-medizin.de/,Germany,"+49 5731 86970 0, +49 5731 86970 50, 13.238525",PET,europages,NEW,,C,sales,,
Wefag AG,,"d.hediger@wefag.ch, info@wefag.ch, j.nunez@wefag.ch, logo_plain@0.75x, n.hediger@wefag.ch, s.sutter@wefag.ch, t.gossweiler@wefag.ch, u00a0info@wefag.ch",http://www.wefag.ch/,Switzerland,"+41 43 355 40 40, +41 43 355 40 46, +41 43 355 40 50",PET,europages,NEW,,C,sales,,
FOCUS DISCOUNT AG,,info@focusshop.ch,http://www.focusshop.ch,Switzerland,"+41 12 345 67 89, 01.11.2025, 012 345 67 89",PET,europages,NEW,,C,sales,,
GuDi Etikettiertechnik GmbH,,"gutekunst@gudi-etikettiertechnik.de, info@gudi-etikettiertechnik.de",https://www.gudi-etikettiertechnik.de/,Germany,"0 0 320 512, 0 0 448 512, 0 0 512 512",PET,europages,NEW,,C,sales,,
BVB,,office@vacuum-bags.ro,https://vacuum-bags.ro,,"+40 751 959 762, +40 755 116 156, +40726 788 246",PET,europages,NEW,,C,sales,,
"Rental and Sale - Extraction Systems, Filtration Technology, Dust Extraction Systems",,info@schnellenet.de,http://absaugtechnik-schnelle.de/Absaug_Filteranlagen,Germany,"+4934359354250, 0 0 320 512, 0 0 384 512",PET,wlw,NEW,,C,sales,,
Meat Mixer with Box Discharge,,info@velati.com,http://www.velati.com/de/macchine/fleischmischer-mit-kastenentladung/,,"+39029064717, 0 0 1000 1000, 0 0 320 512",PET,wlw,NEW,,C,sales,,
Tumaker Voladora NX + Pellets,,"info@piccos-3d-world.de, piccobot@piccogruppe.de",https://www.piccos-3d-world.com/index.php,,"+49) 0991 3721399, +49180000000, 0 .5523-.4477 1-1 1",PET,wlw,NEW,,C,sales,,
MVI,,sales@m-vis.co.uk,https://www.m-vis.co.uk,United Kingdom,"0 0 100 100, 01629 580 570, 01629 580570",PLATFORM,europages,NEW,,C,sales,,
MYF,,"info@albavolt.com, voltalba@gmail.com",https://www.myfleet.al,,"+355 68 364 9644, +355683649644, 0 0 100 100",PLATFORM,europages,NEW,,C,sales,,
LEKTORIUSZ -  NAGRANIA LEKTORSKIE,,"kontakt@lektoriusz.pl, studio.lektoriusz@gmail.com",http://www.lektoriusz.pl/,Poland,"2018-02-11, 506 71 36 38, 56 648 61 55",PLATFORM,europages,NEW,,C,sales,,
CHL-SYSTEMS OHG,,"info@chl-systems.de, kontakt@chl-systems.de",https://www.chl-systems.com,,"+4921663999390, 0 0 1800 5.8, 02166 - 3999390",PLATFORM,europages,NEW,,C,sales,,
SECDET® GERMANY,,info@secdet.de,http://www.secdet.de,Germany,"+49 132581, +49 3762 3351, +49 3762 4895255",PLATFORM,europages,NEW,,C,sales,,
CITTIC,,geoff@deconcept.com,http://cittic.es,Spain,,PLATFORM,europages,NEW,,C,sales,,
ECOTELEMATICS,,sales@ecotelematics.com,http://ecotelematics.com,,"+358 405 189 190, 0 4.444444444444445, 0.669873 0.5",PLATFORM,europages,NEW,,C,sales,,
ITBINDER GMBH,,"info@fleets-online.com, itb@fuhrpark.at, office@mtrack.eu, sales@mtrack.eu",http://fuhrpark.at,Austria,"+31 76 3030 795, +31763030795, +43 3113 51 51",PLATFORM,europages,NEW,,C,sales,,
online ERP GmbH,,"info@onlineerp4kmu.de, la@onlineerp4kmu.de",https://www.kmudatasuite.de,Germany,"+49 1516 8492 886, +49 5434 279414, +4915168492886",PLATFORM,europages,NEW,,C,sales,,
IoT Connectivity for Industry and Logistics – eSIM for Machines and Devices | Virtual-Call,,kontakt@virtual-call.com,https://vc-connect.ch/,Switzerland,"+41 (0) 32 327 55 11, +41 (0) 58 881 13 00, +43 (0) 1 58058-0",PLATFORM,wlw,NEW,,C,sales,,
Idealgas Company srl,,info@idealgascompany.com,https://idealgascompany.com/,,"+39 0422 9388, +3904229388, 00855510269",PLATFORM,europages,NEW,,C,sales,,
MEDEPSILON LTD.,,info@medepsilon.com,https://www.medepsilon.com,,"+90 216 420 66 74, +90 216 561 61 61, 0090 216 420 66 74",PLATFORM,europages,NEW,,C,sales,,
Otto Arena System GmbH,,"cg@ottoarena.com, gh@ottoarena.com, info@ottoarena.com, jb@ottoarena.com, mf@ottoarena.com, rjw@ottoarena.com",https://www.ottoarena.com/,,"+49 (0) 9187 97 11 0, +49 (0) 9187 97 11 11, +49 162-1348303",PLATFORM,europages,NEW,,C,sales,,
Novotechnik Messwertaufnehmer OHG,,"aesensors@aesensors.nl, atsupra@supra.co.id, b-plus@b-plus-kk.jp, calabrador@mesco.com.ph, contato@cardella.com.br, eltron@eltron.pl, info@accentsensors.com, info@btsensors.it, info@compaut.com, info@maprosensor.com, info@novotechnik.cn, info@novotechnik.com, info@novotechnik.de, info@omniray.ch, kontakt@kontakt-elektro.hu, nib@mekoprint.com, office@reliste.at, oliver.beckmann@novotechnik.de, pde@pde.co.za, sales@brunocorp.co.il, sales@variohm.com, sales@veederline.com.au, sensor@sunbees.co.kr, sigmais@sigma.com.my, stefan.sester@novotechnik.de, verkauf@novotechnik.de",http://www.novotechnik.de/,Germany,"+1 508 4852-244, +27 11 615-9786, +31 78 62131-52",PLATFORM,europages,NEW,,C,sales,,
Legumina SRL,,"grocery@google.com, info@legumina.it",https://legumina.it/,Italy,"+39) 0824158, 0 0 1920 900, 0 0 352 512",PLATFORM,europages,NEW,,C,sales,,
J.D. Neuhaus GmbH & Co KG,,"info.fra@jdngroup.com, info.sgp@jdngroup.com, info.uae@jdngroup.com, info.uk@jdngroup.com, info.us@jdngroup.com, info@jdngroup.com",http://www.jdngroup.com/,,"+1 410 472 0500, +33 4 3790 1745, +44 1224 722751",PLATFORM,europages,NEW,,C,sales,,
Blickle Räder+Rollen GmbH u. Co. KG,,info@blickle.com,https://www.blickle.de,Germany,"+49 7428 932-0, +49 7428 932-209, 0-4931-865",PLATFORM,europages,NEW,,C,sales,,
Fritz Kübler GmbH,,"adminth@sensorhaus.com, alessandro.mariotti@kuebler.com, alfredo.angeli@kuebler.com, anand.gujrathi@kuebler.com, andrea.ermacora@kuebler.com, bering@bering.hr, caleb.brower@kuebler.com, cengizhan.temurcin@kuebler.com, chase.murray@kuebler.com, chris.liau@kuebler.com, christian.hoeser@kuebler.com, commerciale@reonsrl.com, contact@dcauto-motion.co.za, contact@etn.fr, contact@gnnvietnam.com, dayton.hall@kuebler.com, denmark@folsgaard.com, ed.tullar@kuebler.com, elion@elion.es, enquiry@cxd-electronics.com, ez-corp@umail.hinet.net, felix.gallenmueller@kuebler.com, filippo.zerbo@kuebler.com, firmapost@elteco.no, fnb@kueblerkorea.kr, frederick@fresha.com.my, giovanni.salini@kuebler.com, guensen.altindis@kuebler.com, guillaume.ducret@kuebler.com, h2m.tech@planet.tn, hailong.xue@kuebler.com, hermi.herrmann@kuebler.com, industrial@duranmatic.nl, info.china@kuebler.com, info@astat.com.pl, info@aut.oem.se, info@bml-metering.com, info@h-4.it, info@ias.gr, info@iteclb.com, info@kubler.pl, info@kuebler.com, info@kuebler.com.tr, info@kuebler.in, info@kuebler.it, info@kvalix.hu, info@kvalix.ro, info@mengolisrl.it, info@omegae.net, info@pl.oem.se, info@robosan.com.tr, info@s-d-a.sk, info@sensomat.info, info@sensorola.fi, info@stfconsulting.com, janine.kern@kuebler.com, julia.weidinger@kuebler.com, kader.kilic@kuebler.com, katarzyna.naglik@kuebler.com, kevin.mclaughlin@kuebler.com, krystal.deal@kuebler.com, la2p@la2p.pt, leo.sanchez@kuebler.com, lori.obrien@kuebler.com, lukasz.matuszewski@kuebler.com, m.ogawa@moc-mitaka.tokyo, mail.fr@kuebler.com, mail@multiprox.be, manasjyoti.baruah@kuebler.com, marcel.heuchele@kuebler.com, marisa@comindit.com, marketing@tic.co.th, marta.markiewicz@kuebler.com, martin.adamek@kuebler.com, mateusz.asztemborski@kuebler.com, mexico@turck.com, michael.weingrill@kuebler.com, milano@etngroup.com, muriel.weiss@kuebler.com, mustafa.yumurtaci@kuebler.com, office@ep-solutions.rs, office@sv-altera.com, oraby@aeecontrols.com, ordini@kuebler.com, padova@etngroup.com, pawel.naglik@kuebler.com, peter.bamminger@kuebler.com, prashant.raghatwan@kuebler.com, r2itfz@r2imaroc.ma, rafal.ciesielski@kuebler.com, rahim.benaouda@kuebler.com, reykjafell@reykjafell.is, rmk@rmkmekatronik.com, sales.au@kuebler.com, sales.canada@turck.com, sales@activecontrol.com.ph, sales@canaan-elec.com.tw, sales@carrel-electrade.co.nz, sales@factorycontrols.com.au, sales@farnell.co.uk, sales@galco.com, sales@howlandtechnology.com, sales@pacificautomation.com.au, sales@pokwong.com, sales@radwell.com, sales@remtron.com.au, sanil@sanil.com.tr, sensorsandsafety@oem.co.uk, senzorji.sb@siol.net, service.kpl@kuebler.com, standel@standel.eu, support.fr@kuebler.com, support.int@kuebler.com, tadas@elneka.lt, techpro.peru@techprocorp.net, tobias.mach@kuebler.com, torsten.czubkowski@kuebler.com, turck-cz@turck.com, usa@kuebler.com, vendas@brastronic.com.br, ventas@aumecon.com.ar, ventes@farnell.com, verkauf.ch@farnell.com, victorkho@ilfheater.com, william.vandeneynde@kuebler.com, yvonne@sensorhaus.com",https://www.kuebler.com/,,"+02 2555 3211, +039 049 716 4311, +039 0542 694014",PLATFORM,europages,NEW,,C,sales,,
Buser Oberflächentechnik AG,,info@buser-ot.ch,http://www.buser-ot.ch/,Switzerland,"+41 32 666 23 33, +41 32 666 23 44, +41326662333",PLATFORM,europages,NEW,,C,sales,,
HZC Power GmbH,,"info@hzc-power.com, m.baetzel@media-company.eu",https://www.hzc-power.com/,,"+49 2151 7888857, +49 2151 7888858, +49 2161 - 46 33 953",PLATFORM,europages,NEW,,C,sales,,
RCB CALDERAS DE VAPOR,,info@calderasrcb.com,http://www.calderasrcb.com,,"+34 651 939 487, +34 961 270 450, 0.3913105",PET,europages,NEW,,C,sales,,
"HOUSE MATIC, S.L.",,house-matic@house-matic.com,https://www.house-matic.com,,"+34 91 005 92 67, +34910059267, 34629142822",PLATFORM,europages,NEW,,C,sales,,
Complan & Partner GmbH,,software@complan.de,http://www.complan.de/,Germany,"+49644192880, 0 0 1000 1000, 0 0 320 512",PLATFORM,europages,NEW,,C,sales,,
SOC INFORMATIQUE,,contact@socinformatique.fr,https://www.socinformatique.fr,France,"03 88 77 03 26, 2019-11-14, 2026-03-12",PLATFORM,europages,NEW,,C,sales,,
CargoDesk Solutions B.V.,,info@cargodesk.io,https://www.cargodesk.io,,"1065464989, 17 2026 16, 176-3397-6870-5",PLATFORM,europages,NEW,,C,sales,,
MSCB GMBH & CO.KG,,"faraji@mscb.it, fischer@mscb.it, info@mscb.it, oertel@mscb.it, plaueninfo@mscb.it, schneider@mscb.it, schubert@mscb.it",http://www.mscb.it,Italy,"0 0 256 512, 0 0 264 512, 0 0 384 512",PLATFORM,europages,NEW,,C,sales,,
Medientechnik Thomas GmbH,,"info@mt-thomas.de, ticket@pro.mt-thomas.de",https://mt-thomas.de,Germany,"+49 231 562209-50, +49 271 384634 - 20, +49 271 384634-0",PLATFORM,europages,NEW,,C,sales,,
zh-technologies Regelungs- und  Automatisierungstechnik GmbH,,"name@domain.com, office@zh-tech.at",http://www.zh-tech.at/,Austria,"+43720317370, 0.80000000000000004, 14.7308853",PLATFORM,europages,NEW,,C,sales,,
"Accounting Software - GDI Financial Accounting - With Reporting, Payment Processing, and Dunning Management.",,"info@gdi.de, vertrieb@gdi.de",https://www.gdi.de/finanzbuchhaltung/,Germany,"+49634195500, 0 0 100 100, 0 0 1024 1024",PLATFORM,wlw,NEW,,C,sales,,
Business Savings Account – Flexible Investment for Companies,,service-business@ing.de,https://www.ing.de/business/extra-konto/,Germany,"0 .12-.048.155-.18.155, 0 .155-.072.227-.252.227, 0 .162-.066.23-.215.23",PLATFORM,wlw,NEW,,C,sales,,
Seaworthy packaging solution for machines and equipment,,"fa.linsbichler@aon.at, th.ritzberger@lipack.com, verpackung@lipack.com",http://www.lipack.com/index.php/verpackung/seefeste-verpackung.html,,"1184566182, 128396981, 1739432420",PLATFORM,wlw,NEW,,C,sales,,
"Promotion ""Go Digimax""",,raphaela.bendig@bb-innovativ.de,https://go-digimax.de/,Germany,"+49 2171 7949089, 15.10.2024, 1706971166",PLATFORM,wlw,NEW,,C,sales,,
Reybex Cloud ERP,,"info@reybex.com, sales@reybex.com",https://www.reybex.com/reybex-partner/,,"+49 201 360396 28, +49 201 360396-0, +49 201 360396-28",PLATFORM,wlw,NEW,,C,sales,,
"ERP software consulting, comprehensive support for implementation and usage",,"bdgsolutions1@bdg-solutions.de, info@bdg-solutions.de, info@datenschutzkonzept.com, philip.damaske@bdg-solutions.de",https://bdg-solutions.de/kontakt/,Germany,"+49 2171 7949089, 0 0 1000 100, 0 0 13.527 14.171",PLATFORM,wlw,NEW,,C,sales,,
Locking systems – Security solutions for businesses,,"post@schelle-schulle.de, post@schliessanlage.digital",https://schliessanlage.digital/,,"+49 (0) 159 04971244, +49 (0)331 231 881 00, +4933123188100",PLATFORM,wlw,NEW,,C,sales,,
Prototype construction & custom manufacturing – individual components & unique pieces made to measure for industrial pro,,"displo@paveplus.com, dispo@paveplus.com, info@paveplus.com",https://paveplus.com/industry/,,"+49 (0)7452 6310600, +4915158540749, +497452 63 10 600",PLATFORM,wlw,NEW,,C,sales,,
Packaging machines for loose and packaged food,,"helpdesknorthamerica@senzani.com, info@senzani.com",https://www.senzani.com/es/sectores/salsas-especias-sal/cubitos-de-caldo,,"+1 512 786 8440, +39 0546 624011, +39 0546 624040",PLATFORM,wlw,NEW,,C,sales,,
Effective serialization solutions for maximum product security,,"crone@wagener-co.de, cwagener@wagener-co.de, ffiegenbaum@wagener-co.de, haltevogt@wagener-co.de, info@wagener-co.de, jhwagener@wagener-co.de, karacan@wagener-co.de, lux@wagener-co.de, mwagener@wagener-co.de, parroco@wagener-co.de, sakarai@wagener-co.de, skulueke@wagener-co.de, sundermann@wagener-co.de, teichert@wagener-co.de, tzimmermann@wagener-co.de",https://wagener-co.de/index.php/de/,Germany,"+49 5481 806 0, +49 5481 806 153, +49 5481 806 154",PLATFORM,wlw,NEW,,C,sales,,
Deburring Machine AC 400 D,,info@lapmaster-wolters.de,https://lapmaster-wolters.de/produkt/detail/ac-400-d-doppelseiten-entgratmaschine,Germany,"+1 2246 597 101, +12246597101, +41 33 224 26 00",PLATFORM,wlw,NEW,,C,sales,,
ADD SOLUTION,,info@addsolution.it,https://www.addsolution.it,Italy,"+39 335 8363338, +39 335 8767655, +39 349 0663195",PLATFORM,europages,NEW,,C,sales,,
KODGAV,,sales@kodgav.co.uk,https://kodgav.co.uk,United Kingdom,"0 0 264 512, 0 0 320 512, 0 0 384 512",PLATFORM,europages,NEW,,C,sales,,
Sun-Energy Srls,,s.energysrls@gmail.com,https://sunenergysrls.com/,,"+393338590639, 02136450661, 11053599486",PLATFORM,europages,NEW,,C,sales,,
YONDERAUTO,,"info@dsimobility.es, jrico@delfingrupo.com",http://yonderauto.com,,"1775473127, 2021-02-08, 2025-03-26",PLATFORM,europages,NEW,,C,sales,,
RACE PRODUCTIONS,,info@cyclingfactory.be,http://www.ridley-bikes.com,,"00386542106, 007548757, 03338363235",PLATFORM,europages,NEW,,C,sales,,
Custom app development for iOS and Android,,"bewerbung@taledraft.com, hiscox.info@hiscox.de, info@taledraft.com",https://www.taledraft.com/,,"+49 651 603 406 20, +49 89 54 58 01 100, +4965160340620",PLATFORM,wlw,NEW,,C,sales,,
Platorien Group,,info@platoriengroup.com,https://www.platoriengroup.com,,"0 (212) 923-5168, 02129235168, 1776685440701",PLATFORM,europages,NEW,,C,sales,,
LOGICASH,,info@logicash.be,http://www.logicash.be,Belgium,"+32 (2) 342.03.30, +32 2 342 03 30, 0 0 1920 1000",PLATFORM,europages,NEW,,C,sales,,
SINCRO SOLUTIONS,,"sincrosolutions1@sincro.fr, utilisateur@domaine.com",https://sincro.fr,France,"+2026-04-02, 0 0 100 100, 0.16736401673640167",PLATFORM,europages,NEW,,C,sales,,
DELTA NOVEL SRL,,"accounting@deltanovel.com, commercial@deltanovel.com, fcl@deltanovel.com, info@deltanovel.com, it_dpt@deltanovel.com, lcl@deltanovel.com",http://www.deltanovel.com,,"+390544593211, 0 0 1274 1579, 0 0 756 1504",PLATFORM,europages,NEW,,C,sales,,
REPROZENTRUM OTTO LEIBIG GMBH,,"info@leibig.com, max.muster@leibig.com, wolfgang.leibig@icloud.com",http://www.leibig.com,,"+49 (0)6 21 - 5 20 45 29, +49 (0)6 21 - 52 04 50, +49 0 123 45 67 89 - 10",PLATFORM,europages,NEW,,C,sales,,
VKF Renzel GmbH,,"info@vkf-renzel.de, verkauf@vkf-renzel-erfurt.de",https://www.vkf-renzel.de/,Germany,"+49 (0) 2874 910-0, +49 (0) 2874 910-101, +49 (0) 2874 910-348",PET,europages,NEW,,C,sales,,
ALCOR - VENTE ET LOCATION DE TRIBUNES,,"contact@alcor-equipements.fr, yanis.burbaud@alcor-equipements.fr, yohann.touboul@alcor-equipements.fr",https://www.alcor-equipements.com/,,"+1 786 201 3747, +17862013747, +212 667-261277",PET,europages,NEW,,C,sales,,
GEMMO GROUP,,"gemmogroup@pec.it, info@gemmogroup.it",http://www.gemmogroup.it,Italy,"+39.0444.760669, +39.0444.887141, +39.04444.887141",PET,europages,NEW,,C,sales,,
QUIDDIS by Grammelot SRL,,info@quiddis.com,https://www.quiddis.com/,,"+390297280169, 09562620964, 122952-136948",PET,europages,NEW,,C,sales,,
Collab GbR,,"benutzer@domain.com, mail@collab.cologne",https://www.collab.cologne,,"+2024-01-04, +4915789200462, 0-1.8-0.806-1.8-1.8",PET,europages,NEW,,C,sales,,
FENNGER LOGISTIC GROUP,,"invoice@fennger.eu, office@fennger.eu",https://fennger.eu,,"+48 22 290 72 65, +48 502 123 137, +48222907265",PET,europages,NEW,,C,sales,,
Walter IT-Solutions Inh. Jannis Walter,,info@walter-it-solutions.de,https://walter-it-solutions.de/en/startpage/,Germany,"+49 (162) 600 10 82, +49 (6104) 80 24 26 3, +49 162 600 10 82",PET,europages,NEW,,C,sales,,
AVS SYSTEM LIFT AG,,info@systemlift.de,http://www.systemlift.de,Germany,"+49 511 69 60 34 44, +4951169603444, 0511 - 69 60 34 44",PET,europages,NEW,,C,sales,,
Halberstadt Konstruktionstechnik GmbH & Co. KG,,info@hkt-ks.de,https://www.hkt-ks.de/de/,Germany,"+49 561 5100 - 54-0, 0561 - 5100 54-0, 123456789",PET,europages,NEW,,C,sales,,
LAGERA LOGISTICS,,"services@3plgermany.com, services@lageralogistics.com, services@lageralogistics.comwe",https://3plgermany.com,,"+49 155 62908971, +49 15562908971, +4915153183999",PET,europages,NEW,,C,sales,,
D ÉS TSA BT.,,"ajanlat@destsa.hu, bacsko.orsolya@destsa.hu, bodnar.peter@destsa.hu, czuczor.krisztina@destsa.hu, dulay.balazs@destsa.hu, dulay.barbara@destsa.hu, gadanyi.attila@destsa.hu, guti.sandor@destsa.hu, harsanyi.brigitta@destsa.hu, info@destsa.hu, info@neosoft.hu, lak.daniel@destsa.hu, lovasz.gabor@destsa.hu, megrendeles@destsa.hu, nemeth.aron@destsa.hu, nemeth.renata@destsa.hu, sales@destsa.hu, sinka.judit@destsa.hu, szalai.timea@destsa.hu, szallitas@destsa.hu, szamla@destsa.hu, visszaigazolas@destsa.hu, zarka.peter@destsa.hu",https://www.dlb.hu,,"+36 20 282 6975, +36 20 331 1267, +36 20 331 8745",PET,europages,NEW,,C,sales,,
B&L Lager- + Fördertechnik GmbH,,"hey@bl-lagertechnik.de, info@bl-lagertechnik.de",http://www.bl-lagertechnik.de/,Germany,"0-9176-2750-4, 02307 - 91391, 02307 - 91991",PET,europages,NEW,,C,sales,,
VIGNOLI S.R.L.,,info@vignoli.com,https://www.vignoli.com,,"+39 (0)543 777 331, +39 (0)543 777 333, +39 340 864 24 18",PET,europages,NEW,,C,sales,,
Oberaigner Powertrain GmbH,,"blechtechnik@oberaigner.com, powertrain@oberaigner.com",http://www.oberaigner.com/,,"+43 (7287) 201-0, +43 (7287) 201-9000, +43 (7676) 20870",PET,europages,NEW,,C,sales,,
Total European Coverage - Fulfillment Crowd Platform,,"fwcdg@gdblogistics.com, fwlehavre@gdblogistics.com, fwmarseille@gdblogistics.com, info@gdblogistics.com, sales@gdblogistics.com, whlieusaint@gdblogistics.com",https://deboer-group.com/fr/execution/,,"+33 (0)1 85 35 00 60, +33 (0)1 85 76 79 67, +33 (0)2 79 01 09 92",PET,europages,NEW,,C,sales,,
MAZAKA MAKİNA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,,"america@mazaka.eu, europe@mazaka.eu, info@mazaka.eu",https://www.mazaka.eu,,"+1 (203) 904-8074, +49219672900271, +90 0352 311 44 18",PET,europages,NEW,,C,sales,,
STRALUMA B.V.,,info@straluma.nl,https://www.straluma.be/,Belgium,"0 .407.236.712.712.915, 0 .419-.25.726-.747.923, 0 0 1120 236",PET,europages,NEW,,C,sales,,
INGENIAT ESTUDIOS Y PROYECTOS SL,,ingeniat@mas.to,https://ingeniat.pro,,"+34644321320, 0 0 1354.3 343, 0 0 1536 1600",PET,europages,NEW,,C,sales,,
Smart4invest,,"contact@smart4invest.com, info@smart4invest.com, planifiervotrerendezvousavecunconseiller2@smart4invest.com",https://www.smart4invest.com,,"+0152-0153, +32) 02 673 76 03, 0 0 1000 100",PET,europages,NEW,,C,sales,,
FORTE GT 70889 TRAVEL XL REAR 3-PIECE BAG SET,,"info@texmotor.com, sales@texmotor.com",http://www.texmotor.com,,"+902124306868, 0 (212) 430 68 68, 0-5083256",PET,europages,NEW,,C,sales,,
CaraCamp 3.0: Location Management and Internal Billing for Increased Business Efficiency,,servic@caracamp.de,https://www.caracamp.de/standortverwaltung/,Germany,"+49 4101 - 855 75 66, +49 4101 855 75 66, 0 0 320 512",PET,wlw,NEW,,C,sales,,
"Protective enclosures, dust protection cabins, dust protection walls, soundproofing coverings, and sound insulation for ",,"a.tlustek@mds-raumsysteme.com, b.rehm@mds-raumsysteme.com, c.scharpf@mds-raumsysteme.com, c.sterk@mds-raumsysteme.com, d.bergmann@mds-raumsysteme.com, d.fiore@mds-raumsysteme.com, d.gaspar@mds-raumsysteme.com, d.kramer@mds-raumsysteme.com, h.dietrich@mds-raumsysteme.com, h.maier@mds-raumsysteme.com, h.sonntag@mds-raumsysteme.com, i.pohl@mds-raumsysteme.com, info@mds-raumsysteme.com, j.appel@mds-raumsysteme.com, j.keller@mds-raumsysteme.com, k.koenig@mds-raumsysteme.com, k.schneider@mds-raumsysteme.com, k.winter@mds-raumsysteme.com, l.weber@mds-raumsysteme.com, m.horschig@mds-raumsysteme.c, m.horschig@mds-raumsysteme.com, m.langner@mds-raumsysteme.com, m.senger@mds-raumsysteme.com, m.wagenbreth@mds-raumsysteme.com, p.albicker@mds-raumsysteme.com, r.kling@mds-raumsysteme.com, r.wagner@mds-raumsysteme.com, s.aksu@mds-raumsysteme.com, s.poehlmann@mds-raumsysteme.com, s.schwanz@mds-raumsysteme.com, t.eckardt@mds-raumsysteme.com, t.frey@mds-raumsysteme.com, t.kroemker@mds-raumsysteme.com, t.straszynski@mds-raumsysteme.com, v.gleiser@mds-raumsysteme.com",https://www.mds-raumsysteme.com/raumsysteme/produktionstrennwaende/,,"+41 52 317 5656, +49 162 2052213, +49 170 9073111",PET,wlw,NEW,,C,sales,,
Order Picking Systems,,info@rbs-foerderanlagen.de,https://www.rbs-foerderanlagen.de/kommissionieranlagen.php,Germany,"+4960512362, 000000001, 080527524",PET,wlw,NEW,,C,sales,,
"Point of Sale System for Gastronomy – Efficient for Restaurants, Bars, and Cafés",,info@wuerzburger-kassenhandel.de,https://ihre-kasse.com/#page-1,,"+4993679842181, 0 .5523-.4477 1-1 1, 0 .5523.4477 1 1 1",PET,wlw,NEW,,C,sales,,
Thomson WM 80 Linear Unit / Linear Axis for Long Stroke Linear Movements up to 11 m,,"sales.germany@thomsonlinear.com, sales.scandinavia@thomsonlinear.com, thomson.apac@regalrexnord.com, thomson.brasil@regalrexnord.com, thomson.china@regalrexnord.com, thomson.europe@regalrexnord.com, thomson.india@regalrexnord.com, thomson.italy@regalrexnord.com, thomson.korea@regalrexnord.com, thomson@thomsonlinear.com",https://www.thomsonlinear.com/de/produkte/linearantriebe-achsen/wm,,"+1 540 633 0294, +1 540 633 3549, +1-540-633-3549",PET,wlw,NEW,,C,sales,,
TRAKA ASSA ABLOY,,info@traka.fr,https://www.traka.fr/,France,"+33 (0)1 69 02 54 54, +33169025454, 1515059618135",ELDERLY,europages,NEW,,C,sales,,
RM2M,,contact@rm2m.fr,http://www.rm2m.fr,France,"+33) 04 78 34 18 80, +33478341880, 0 0 128 128",ELDERLY,europages,NEW,,C,sales,,
iNet Sensor GmbH,,"info@inet-sensor.com, info@inet-sensor.shop",http://www.inet-sensor.shop/,,"0 0 352 512, 0 0 448 512, 100.07 100.07",ELDERLY,europages,NEW,,C,sales,,
Mesutronic GmbH,,"contact@mesutronic.fr, info@mesutronic.us, sales@mesutronic.de",http://www.mesutronic.de/,Germany,"+1 980 265 4015, +33 03 89 20 43 98, +49 9927 9410 0",ELDERLY,europages,NEW,,C,sales,,
Donserv Wojciech Kaca,,"info@donserv.pl, komory@donserv.pl, serwis@donserv.pl",https://donserv.pl,Poland,"+48 22 863 19 30, +48228631930, 0 0 500 473",ELDERLY,europages,NEW,,C,sales,,
P.+ K. Lager- und Betriebseinrichtungen GmbH & Co. KG,,info@pundk-lagertechnik.de,http://www.pundk-lagertechnik.de/,Germany,"+4970342102, +49703421020, +49703421060",ELDERLY,europages,NEW,,C,sales,,
EES Elektra Elektronik GmbH & Co. Störcontroller KG,,"bestellung@ees-online.de, info@ees-online.de, thorsten.struss@ees-online.de",http://www.ees-online.de/,Germany,"+49 7191 182-0, +49 7191 182-235, +49 7191-182-0",ELDERLY,europages,NEW,,C,sales,,
